Account Creation Date,Account Creation Method,Account Age (Days),Profile Picture,Profile Information Complete,Name Consistency,Login Frequency (per week),Login Time Pattern,IP Address Variability,Followers Count,Following Count,Engagement Rate (likes/comments),Post Frequency (per week),Content Type,Email Validation,Phone Number Validation,Reported by Users,Flags by Content Moderation,Geolocation Consistency,Suspicious Device Use,Final Result
5/21/2024,Phone Number,7,No,Yes,Consistent,3,Regular,Low,1473,1540,High engagement (likes/comments),10,Mixed (Image/Text),Valid,Invalid,No,No,Inconsistent,No,Fake
10/5/2024,Email,1,No,No,Inconsistent,3,Irregular,High,4357,1243,High engagement (likes/comments),1,Image/Video,Invalid,Valid,No,Yes,Consistent,No,Genuine
5/28/2024,Phone Number,14,No,No,Inconsistent,10,Irregular,Medium,3760,282,Low engagement (rare likes),6,Image/Video,Valid,Valid,No,No,Inconsistent,Yes,Genuine
6/7/2024,Social Media Login,28,Yes,Yes,Consistent,3,Irregular,High,3792,1426,High engagement (likes/comments),3,Image/Video,Invalid,Valid,No,No,Consistent,No,Genuine
9/3/2024,Email,6,No,No,Consistent,9,Irregular,Medium,3811,1230,Very low engagement,2,Image/Video,Valid,Valid,No,Yes,Inconsistent,No,Fake
5/24/2024,Social Media Login,28,No,Yes,Consistent,6,Regular,Medium,571,672,Very low engagement,15,Mixed (Image/Text),Valid,Invalid,No,Yes,Inconsistent,No,Genuine
10/10/2024,Phone Number,20,Yes,No,Consistent,5,Regular,Medium,4572,555,Low engagement (rare likes),20,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
5/15/2024,Email,10,No,Yes,Consistent,5,Irregular,High,4319,463,High engagement (likes/comments),1,Text-only,Valid,Valid,Yes,Yes,Consistent,No,Fake
6/2/2024,Social Media Login,10,Yes,No,Consistent,8,Regular,Low,1839,1561,High engagement (likes/comments),5,Text-only,Valid,Valid,No,Yes,Consistent,No,Genuine
9/26/2024,Phone Number,7,Yes,Yes,Inconsistent,9,Regular,High,650,1489,High engagement (likes/comments),6,Text-only,Valid,Invalid,No,Yes,Consistent,Yes,Fake
10/16/2024,Phone Number,14,Yes,Yes,Consistent,6,Regular,Low,1642,287,Very low engagement,14,Text-only,Invalid,Invalid,No,No,Consistent,No,Fake
6/26/2024,Email,7,No,Yes,Consistent,6,Irregular,Low,1176,1840,Very low engagement,12,Text-only,Invalid,Valid,Yes,No,Consistent,Yes,Genuine
8/11/2024,Social Media Login,30,Yes,Yes,Consistent,9,Irregular,Medium,3338,556,Moderate engagement,12,Text-only,Invalid,Invalid,Yes,Yes,Inconsistent,Yes,Fake
2/17/2024,Email,29,Yes,Yes,Consistent,1,Irregular,Low,3623,125,Very low engagement,12,Text-only,Valid,Valid,No,Yes,Consistent,No,Fake
9/14/2024,Email,16,No,Yes,Consistent,5,Irregular,Low,594,1248,High engagement (likes/comments),17,Image/Video,Valid,Invalid,No,Yes,Consistent,Yes,Genuine
4/26/2024,Phone Number,11,Yes,No,Consistent,8,Irregular,Medium,2161,493,High engagement (likes/comments),2,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,Yes,Genuine
9/26/2024,Email,10,No,Yes,Inconsistent,8,Irregular,Low,4336,265,High engagement (likes/comments),16,Text-only,Valid,Valid,Yes,Yes,Consistent,No,Genuine
4/2/2024,Email,26,No,No,Inconsistent,2,Irregular,Low,2423,1609,High engagement (likes/comments),15,Mixed (Image/Text),Invalid,Valid,Yes,No,Consistent,No,Fake
9/29/2024,Phone Number,13,No,No,Consistent,5,Irregular,Medium,4530,1110,Moderate engagement,6,Text-only,Valid,Valid,Yes,No,Consistent,Yes,Fake
7/23/2024,Phone Number,19,No,No,Consistent,10,Irregular,High,2346,1321,Low engagement (rare likes),15,Image/Video,Invalid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
1/13/2024,Social Media Login,4,Yes,No,Inconsistent,9,Regular,Medium,4762,360,Very low engagement,8,Image/Video,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
3/6/2024,Social Media Login,22,Yes,No,Consistent,6,Regular,Medium,377,1721,Moderate engagement,9,Text-only,Invalid,Invalid,No,Yes,Consistent,Yes,Genuine
3/27/2024,Social Media Login,23,No,Yes,Inconsistent,2,Irregular,Low,3864,1923,Moderate engagement,8,Text-only,Valid,Invalid,No,Yes,Consistent,No,Genuine
10/4/2024,Phone Number,23,No,Yes,Inconsistent,8,Regular,Medium,3378,1273,Very low engagement,1,Text-only,Invalid,Invalid,Yes,No,Consistent,Yes,Genuine
6/25/2024,Social Media Login,9,Yes,Yes,Consistent,10,Regular,High,411,899,Moderate engagement,1,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
3/31/2024,Email,18,Yes,Yes,Inconsistent,10,Irregular,High,1398,1467,High engagement (likes/comments),8,Image/Video,Invalid,Valid,Yes,No,Inconsistent,Yes,Genuine
11/2/2024,Email,9,Yes,Yes,Consistent,5,Irregular,Medium,4123,1267,Low engagement (rare likes),6,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
2/19/2024,Social Media Login,22,Yes,No,Inconsistent,10,Regular,High,1823,328,High engagement (likes/comments),3,Text-only,Invalid,Invalid,No,Yes,Consistent,No,Fake
2/9/2024,Social Media Login,30,No,No,Consistent,8,Regular,High,2911,1105,Very low engagement,18,Text-only,Invalid,Invalid,Yes,No,Consistent,No,Fake
7/11/2024,Email,29,No,Yes,Inconsistent,10,Regular,Low,149,398,High engagement (likes/comments),19,Mixed (Image/Text),Invalid,Valid,Yes,No,Consistent,Yes,Fake
10/15/2024,Email,9,Yes,No,Inconsistent,8,Irregular,Medium,3507,121,Very low engagement,7,Image/Video,Invalid,Valid,Yes,Yes,Consistent,Yes,Fake
4/28/2024,Email,23,No,No,Consistent,7,Regular,Medium,2242,262,Very low engagement,4,Text-only,Valid,Valid,Yes,No,Inconsistent,No,Genuine
2/18/2024,Social Media Login,3,Yes,No,Consistent,9,Irregular,High,4530,1676,Moderate engagement,2,Text-only,Invalid,Valid,No,No,Consistent,No,Genuine
8/17/2024,Phone Number,24,Yes,No,Consistent,10,Irregular,High,442,1340,High engagement (likes/comments),1,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Inconsistent,No,Fake
5/15/2024,Phone Number,15,Yes,No,Consistent,9,Irregular,Low,2286,918,High engagement (likes/comments),3,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,Yes,Genuine
6/11/2024,Phone Number,26,Yes,No,Consistent,10,Regular,Low,3828,1186,High engagement (likes/comments),7,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,Yes,Genuine
8/17/2024,Phone Number,2,No,Yes,Inconsistent,10,Regular,High,607,1713,High engagement (likes/comments),20,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
3/8/2024,Social Media Login,18,Yes,No,Inconsistent,2,Irregular,Medium,4959,552,Low engagement (rare likes),15,Text-only,Invalid,Invalid,Yes,Yes,Inconsistent,No,Fake
4/7/2024,Email,27,Yes,Yes,Inconsistent,5,Irregular,Low,4217,654,High engagement (likes/comments),13,Image/Video,Invalid,Invalid,No,No,Inconsistent,No,Genuine
2/13/2024,Email,2,Yes,Yes,Inconsistent,2,Regular,Low,3107,1744,Moderate engagement,2,Image/Video,Invalid,Valid,No,No,Inconsistent,No,Fake
10/6/2024,Email,10,Yes,No,Consistent,3,Irregular,High,3005,777,Very low engagement,13,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,Yes,Genuine
3/23/2024,Email,20,No,Yes,Inconsistent,7,Irregular,Low,3151,540,High engagement (likes/comments),5,Text-only,Invalid,Valid,Yes,Yes,Consistent,No,Genuine
8/23/2024,Phone Number,13,Yes,Yes,Inconsistent,6,Irregular,High,4896,345,Low engagement (rare likes),13,Image/Video,Valid,Invalid,No,No,Consistent,No,Genuine
10/21/2024,Email,4,No,No,Inconsistent,7,Regular,High,4811,1884,Moderate engagement,3,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,No,Fake
3/6/2024,Social Media Login,30,Yes,No,Consistent,7,Irregular,Low,1514,1959,Low engagement (rare likes),12,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,Yes,Fake
6/6/2024,Phone Number,27,Yes,Yes,Inconsistent,6,Irregular,Low,404,5,Very low engagement,2,Text-only,Invalid,Invalid,No,No,Inconsistent,Yes,Fake
10/8/2024,Social Media Login,20,Yes,No,Consistent,10,Regular,High,169,1134,Low engagement (rare likes),9,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Consistent,No,Fake
1/2/2024,Social Media Login,3,No,Yes,Consistent,10,Irregular,Low,668,946,Moderate engagement,0,Mixed (Image/Text),Invalid,Valid,Yes,Yes,Inconsistent,Yes,Fake
2/5/2024,Phone Number,4,Yes,No,Inconsistent,9,Irregular,High,4661,651,Low engagement (rare likes),10,Text-only,Invalid,Valid,Yes,No,Consistent,Yes,Fake
1/2/2024,Phone Number,3,No,Yes,Inconsistent,4,Irregular,High,3553,338,Low engagement (rare likes),11,Image/Video,Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
2/6/2024,Social Media Login,2,Yes,Yes,Inconsistent,3,Irregular,High,1446,908,High engagement (likes/comments),11,Mixed (Image/Text),Valid,Invalid,Yes,No,Consistent,No,Fake
10/29/2024,Phone Number,18,No,Yes,Consistent,2,Regular,High,4704,1119,High engagement (likes/comments),0,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,No,Fake
10/12/2024,Social Media Login,16,No,Yes,Inconsistent,7,Irregular,High,2404,670,Very low engagement,3,Text-only,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
10/23/2024,Email,20,Yes,Yes,Inconsistent,10,Irregular,High,4398,500,Moderate engagement,15,Mixed (Image/Text),Invalid,Valid,Yes,No,Inconsistent,No,Fake
3/12/2024,Email,10,Yes,Yes,Inconsistent,10,Irregular,Low,1514,128,Low engagement (rare likes),10,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,Yes,Genuine
3/19/2024,Phone Number,17,Yes,No,Inconsistent,10,Irregular,Medium,2026,213,Moderate engagement,20,Text-only,Valid,Valid,No,Yes,Inconsistent,No,Genuine
3/18/2024,Email,10,No,No,Inconsistent,8,Regular,Low,4490,1482,High engagement (likes/comments),18,Text-only,Invalid,Valid,No,Yes,Consistent,Yes,Fake
5/15/2024,Phone Number,10,Yes,No,Consistent,2,Irregular,High,1398,1347,Very low engagement,10,Text-only,Valid,Valid,Yes,No,Consistent,No,Fake
5/19/2024,Social Media Login,6,Yes,No,Consistent,2,Irregular,Low,948,1180,Moderate engagement,9,Image/Video,Valid,Valid,Yes,No,Inconsistent,Yes,Genuine
5/20/2024,Phone Number,28,No,No,Consistent,2,Irregular,High,4363,694,High engagement (likes/comments),9,Text-only,Valid,Valid,Yes,Yes,Inconsistent,Yes,Fake
8/19/2024,Phone Number,9,No,No,Inconsistent,3,Regular,Medium,4457,741,Moderate engagement,5,Image/Video,Valid,Valid,No,No,Inconsistent,Yes,Fake
10/13/2024,Social Media Login,29,Yes,No,Inconsistent,8,Regular,Medium,749,360,Very low engagement,3,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
7/24/2024,Email,16,Yes,Yes,Inconsistent,2,Regular,Medium,212,9,Low engagement (rare likes),4,Image/Video,Invalid,Valid,No,No,Consistent,Yes,Genuine
4/25/2024,Email,19,Yes,Yes,Inconsistent,7,Irregular,Low,4524,1630,Moderate engagement,17,Image/Video,Invalid,Invalid,Yes,No,Inconsistent,Yes,Genuine
6/16/2024,Phone Number,17,Yes,No,Inconsistent,3,Regular,Medium,3645,344,Very low engagement,10,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,No,Fake
6/27/2024,Email,7,No,Yes,Inconsistent,2,Irregular,High,1237,1071,Very low engagement,7,Image/Video,Invalid,Valid,Yes,Yes,Consistent,No,Genuine
4/6/2024,Social Media Login,17,Yes,Yes,Inconsistent,4,Regular,High,3735,1654,Moderate engagement,1,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,No,Genuine
10/26/2024,Social Media Login,22,No,Yes,Inconsistent,10,Regular,High,602,221,Moderate engagement,10,Image/Video,Invalid,Valid,Yes,No,Inconsistent,Yes,Fake
1/22/2024,Social Media Login,5,No,Yes,Consistent,6,Regular,High,514,1981,Very low engagement,7,Text-only,Invalid,Valid,Yes,Yes,Consistent,No,Fake
5/11/2024,Email,8,Yes,Yes,Consistent,4,Irregular,High,1818,695,Very low engagement,15,Text-only,Invalid,Invalid,Yes,Yes,Inconsistent,No,Genuine
3/20/2024,Email,13,Yes,No,Consistent,1,Irregular,Low,2764,172,Low engagement (rare likes),2,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,Yes,Genuine
3/1/2024,Social Media Login,20,No,Yes,Inconsistent,4,Regular,Low,3141,449,Very low engagement,2,Image/Video,Invalid,Invalid,Yes,No,Consistent,No,Genuine
6/13/2024,Email,12,Yes,No,Consistent,3,Irregular,Medium,721,45,High engagement (likes/comments),17,Mixed (Image/Text),Invalid,Valid,No,No,Consistent,No,Fake
1/9/2024,Phone Number,4,Yes,Yes,Inconsistent,10,Irregular,Low,3564,1406,Low engagement (rare likes),18,Text-only,Valid,Valid,No,No,Consistent,No,Genuine
7/5/2024,Social Media Login,14,Yes,No,Consistent,6,Irregular,Low,2351,1609,Moderate engagement,19,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,No,Fake
11/2/2024,Social Media Login,26,Yes,No,Consistent,2,Irregular,Low,255,1362,Very low engagement,19,Image/Video,Valid,Invalid,Yes,No,Inconsistent,Yes,Genuine
3/11/2024,Social Media Login,17,No,Yes,Consistent,7,Regular,High,4983,1736,Low engagement (rare likes),1,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
4/25/2024,Phone Number,18,No,No,Inconsistent,6,Irregular,Medium,4643,1487,Low engagement (rare likes),20,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,Yes,Genuine
1/2/2024,Phone Number,14,No,Yes,Consistent,5,Irregular,Low,4504,1488,Moderate engagement,4,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,Yes,Fake
3/13/2024,Phone Number,16,Yes,Yes,Consistent,10,Regular,Medium,2070,1472,Moderate engagement,14,Text-only,Invalid,Valid,Yes,No,Inconsistent,Yes,Fake
2/26/2024,Email,10,No,Yes,Inconsistent,7,Regular,Low,3769,1678,High engagement (likes/comments),4,Text-only,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Fake
6/26/2024,Phone Number,2,No,No,Inconsistent,9,Regular,Low,4090,1676,Low engagement (rare likes),9,Image/Video,Invalid,Valid,No,Yes,Consistent,No,Fake
2/25/2024,Phone Number,6,Yes,Yes,Consistent,10,Irregular,High,738,789,Moderate engagement,6,Text-only,Valid,Valid,Yes,No,Consistent,Yes,Fake
4/3/2024,Social Media Login,20,Yes,No,Inconsistent,4,Irregular,Medium,751,1854,High engagement (likes/comments),8,Mixed (Image/Text),Valid,Valid,No,No,Inconsistent,Yes,Genuine
9/22/2024,Email,7,No,Yes,Consistent,4,Regular,High,2203,1284,High engagement (likes/comments),0,Mixed (Image/Text),Invalid,Valid,Yes,No,Inconsistent,Yes,Fake
4/13/2024,Email,21,No,No,Consistent,8,Irregular,Medium,4232,978,Moderate engagement,4,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,Yes,Genuine
3/17/2024,Social Media Login,5,Yes,No,Consistent,5,Regular,Low,4604,1922,Moderate engagement,12,Mixed (Image/Text),Invalid,Invalid,Yes,No,Consistent,No,Fake
10/9/2024,Social Media Login,10,Yes,Yes,Inconsistent,4,Regular,Low,2501,82,High engagement (likes/comments),16,Text-only,Invalid,Invalid,No,Yes,Inconsistent,Yes,Fake
4/25/2024,Email,14,No,Yes,Consistent,8,Irregular,Medium,3831,275,High engagement (likes/comments),17,Text-only,Invalid,Valid,No,Yes,Inconsistent,Yes,Fake
4/27/2024,Social Media Login,28,No,No,Consistent,10,Irregular,Medium,2843,1968,Moderate engagement,14,Text-only,Valid,Invalid,No,No,Inconsistent,No,Fake
5/2/2024,Social Media Login,17,Yes,Yes,Inconsistent,9,Regular,High,2624,1824,Low engagement (rare likes),8,Image/Video,Valid,Invalid,No,No,Inconsistent,No,Genuine
6/14/2024,Email,21,No,Yes,Inconsistent,10,Regular,Low,3716,1245,Very low engagement,9,Image/Video,Valid,Valid,No,No,Inconsistent,Yes,Genuine
6/14/2024,Phone Number,13,No,Yes,Consistent,7,Regular,High,4957,1576,Low engagement (rare likes),15,Image/Video,Invalid,Valid,No,No,Inconsistent,No,Fake
5/16/2024,Social Media Login,7,Yes,Yes,Consistent,7,Regular,Medium,4745,989,Very low engagement,19,Mixed (Image/Text),Invalid,Valid,Yes,Yes,Consistent,Yes,Fake
8/29/2024,Phone Number,25,Yes,Yes,Consistent,9,Regular,Low,4901,1697,Low engagement (rare likes),1,Image/Video,Invalid,Invalid,Yes,No,Inconsistent,Yes,Genuine
5/18/2024,Phone Number,2,Yes,No,Inconsistent,7,Irregular,Low,2248,261,High engagement (likes/comments),10,Mixed (Image/Text),Valid,Valid,No,No,Inconsistent,No,Fake
3/23/2024,Social Media Login,6,No,No,Inconsistent,7,Regular,High,518,380,Moderate engagement,2,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,No,Genuine
10/4/2024,Email,11,Yes,Yes,Inconsistent,5,Regular,Medium,4539,383,Very low engagement,10,Text-only,Invalid,Valid,Yes,Yes,Consistent,No,Fake
6/11/2024,Social Media Login,12,Yes,No,Consistent,2,Irregular,Medium,2323,935,Moderate engagement,16,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
10/28/2024,Social Media Login,25,Yes,No,Inconsistent,10,Irregular,Low,2212,1794,High engagement (likes/comments),16,Image/Video,Invalid,Invalid,No,No,Consistent,No,Fake
3/23/2024,Social Media Login,26,Yes,Yes,Consistent,5,Irregular,Medium,334,1728,Low engagement (rare likes),5,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Inconsistent,No,Fake
7/15/2024,Social Media Login,20,Yes,Yes,Consistent,10,Irregular,High,2064,689,Moderate engagement,8,Image/Video,Invalid,Invalid,Yes,Yes,Inconsistent,No,Fake
4/1/2024,Email,28,Yes,No,Consistent,8,Irregular,High,1283,362,Very low engagement,5,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
9/19/2024,Email,20,No,No,Consistent,4,Irregular,Medium,3684,1358,Low engagement (rare likes),18,Text-only,Valid,Valid,No,Yes,Inconsistent,Yes,Fake
4/13/2024,Email,1,No,No,Consistent,10,Regular,Medium,2649,1008,Low engagement (rare likes),12,Image/Video,Valid,Valid,No,Yes,Consistent,Yes,Fake
8/23/2024,Email,5,No,Yes,Inconsistent,7,Irregular,Low,332,677,High engagement (likes/comments),4,Text-only,Valid,Invalid,No,Yes,Consistent,No,Genuine
2/9/2024,Phone Number,17,Yes,No,Consistent,7,Irregular,Medium,2711,1268,Very low engagement,3,Text-only,Invalid,Valid,Yes,No,Inconsistent,No,Genuine
6/6/2024,Social Media Login,14,No,No,Consistent,7,Irregular,High,1988,1499,High engagement (likes/comments),14,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,Yes,Genuine
6/9/2024,Phone Number,10,Yes,No,Inconsistent,9,Irregular,Medium,4041,1267,High engagement (likes/comments),20,Mixed (Image/Text),Valid,Valid,Yes,Yes,Inconsistent,No,Genuine
2/28/2024,Email,28,No,Yes,Consistent,2,Regular,High,2155,1172,Very low engagement,17,Text-only,Invalid,Invalid,No,Yes,Inconsistent,Yes,Fake
6/12/2024,Phone Number,16,Yes,No,Consistent,1,Irregular,Medium,4908,856,Moderate engagement,3,Text-only,Valid,Invalid,Yes,Yes,Consistent,No,Fake
8/9/2024,Email,24,No,Yes,Inconsistent,9,Regular,High,2340,207,High engagement (likes/comments),16,Mixed (Image/Text),Valid,Invalid,No,Yes,Inconsistent,Yes,Fake
5/12/2024,Phone Number,7,Yes,Yes,Inconsistent,4,Regular,Medium,4672,1808,Very low engagement,2,Image/Video,Invalid,Valid,No,No,Consistent,Yes,Genuine
4/28/2024,Social Media Login,2,No,No,Consistent,8,Irregular,High,253,1201,Low engagement (rare likes),16,Text-only,Invalid,Valid,No,Yes,Consistent,No,Fake
10/9/2024,Email,9,Yes,No,Inconsistent,2,Regular,Medium,438,1631,Low engagement (rare likes),17,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Inconsistent,No,Genuine
11/3/2024,Phone Number,3,Yes,Yes,Consistent,1,Regular,Medium,1350,1813,High engagement (likes/comments),17,Text-only,Invalid,Invalid,No,No,Consistent,No,Genuine
3/25/2024,Social Media Login,23,Yes,Yes,Consistent,8,Irregular,Medium,4990,317,High engagement (likes/comments),15,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,No,Fake
10/8/2024,Email,1,No,No,Inconsistent,1,Regular,Low,4737,1237,Moderate engagement,15,Text-only,Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
5/7/2024,Email,19,Yes,Yes,Consistent,4,Regular,Low,1517,1223,Very low engagement,20,Image/Video,Invalid,Valid,No,Yes,Inconsistent,Yes,Genuine
1/1/2024,Email,26,No,Yes,Consistent,4,Regular,Medium,1133,566,High engagement (likes/comments),9,Image/Video,Valid,Invalid,Yes,Yes,Inconsistent,No,Genuine
8/13/2024,Phone Number,3,Yes,No,Inconsistent,2,Regular,Medium,3642,255,Moderate engagement,18,Image/Video,Invalid,Valid,No,Yes,Inconsistent,Yes,Fake
1/14/2024,Social Media Login,7,No,Yes,Consistent,7,Regular,Medium,1960,38,High engagement (likes/comments),4,Text-only,Valid,Valid,No,No,Consistent,Yes,Genuine
8/6/2024,Phone Number,16,Yes,No,Consistent,3,Irregular,Medium,1724,536,High engagement (likes/comments),15,Mixed (Image/Text),Valid,Valid,Yes,Yes,Consistent,No,Genuine
5/14/2024,Email,25,Yes,Yes,Inconsistent,4,Irregular,High,3182,1255,High engagement (likes/comments),14,Text-only,Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
6/24/2024,Email,3,No,No,Consistent,1,Regular,Medium,4719,535,Low engagement (rare likes),5,Image/Video,Valid,Valid,No,Yes,Inconsistent,Yes,Fake
4/13/2024,Social Media Login,20,No,Yes,Consistent,5,Irregular,Medium,2520,1296,Low engagement (rare likes),20,Text-only,Valid,Invalid,No,No,Inconsistent,No,Genuine
5/26/2024,Email,19,No,No,Inconsistent,8,Regular,Low,3661,1603,Low engagement (rare likes),10,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,No,Fake
10/30/2024,Email,17,No,No,Inconsistent,7,Regular,Medium,2660,925,Low engagement (rare likes),2,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,No,Genuine
1/10/2024,Email,22,Yes,Yes,Inconsistent,1,Regular,High,3491,314,Low engagement (rare likes),19,Text-only,Invalid,Invalid,No,No,Inconsistent,No,Genuine
5/8/2024,Social Media Login,13,No,Yes,Consistent,8,Irregular,Low,653,1466,Moderate engagement,14,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,No,Fake
5/21/2024,Phone Number,5,No,Yes,Consistent,6,Regular,High,3267,934,Moderate engagement,9,Text-only,Invalid,Invalid,No,Yes,Consistent,No,Genuine
3/22/2024,Email,10,Yes,No,Consistent,2,Regular,Medium,4229,1015,Very low engagement,5,Text-only,Valid,Valid,No,No,Consistent,No,Genuine
6/22/2024,Email,6,Yes,No,Consistent,1,Irregular,Medium,1429,485,Very low engagement,17,Image/Video,Invalid,Valid,No,Yes,Consistent,No,Genuine
1/6/2024,Social Media Login,16,Yes,Yes,Consistent,10,Irregular,Medium,880,1586,Low engagement (rare likes),3,Mixed (Image/Text),Invalid,Valid,Yes,No,Inconsistent,No,Fake
5/24/2024,Phone Number,29,Yes,Yes,Inconsistent,10,Irregular,High,4205,1443,Low engagement (rare likes),7,Image/Video,Invalid,Invalid,Yes,No,Consistent,No,Fake
5/24/2024,Phone Number,7,No,No,Consistent,8,Regular,Low,4338,1457,High engagement (likes/comments),5,Text-only,Valid,Invalid,No,Yes,Consistent,No,Genuine
9/25/2024,Social Media Login,30,No,No,Consistent,4,Regular,Low,3744,1595,Very low engagement,8,Image/Video,Invalid,Invalid,Yes,No,Inconsistent,No,Fake
10/6/2024,Phone Number,13,Yes,Yes,Consistent,4,Irregular,Low,190,85,Low engagement (rare likes),7,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
6/18/2024,Phone Number,13,No,Yes,Consistent,1,Regular,Medium,2080,1750,Very low engagement,5,Image/Video,Invalid,Invalid,No,No,Inconsistent,No,Genuine
6/14/2024,Social Media Login,17,Yes,No,Consistent,1,Irregular,High,3102,228,High engagement (likes/comments),12,Text-only,Valid,Valid,No,Yes,Inconsistent,Yes,Fake
8/14/2024,Social Media Login,4,No,Yes,Inconsistent,1,Regular,High,4838,539,High engagement (likes/comments),3,Image/Video,Invalid,Invalid,Yes,No,Consistent,Yes,Fake
5/7/2024,Social Media Login,16,Yes,Yes,Consistent,1,Regular,Low,4865,1701,Low engagement (rare likes),13,Image/Video,Invalid,Invalid,No,Yes,Consistent,Yes,Genuine
1/14/2024,Social Media Login,28,No,No,Inconsistent,8,Regular,High,694,260,Low engagement (rare likes),17,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,Yes,Genuine
5/12/2024,Social Media Login,16,Yes,No,Consistent,3,Regular,Medium,1134,1243,High engagement (likes/comments),12,Image/Video,Invalid,Invalid,No,Yes,Inconsistent,Yes,Fake
4/5/2024,Email,16,Yes,No,Consistent,6,Regular,Medium,3713,489,Low engagement (rare likes),15,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,No,Genuine
5/4/2024,Social Media Login,7,Yes,Yes,Inconsistent,4,Regular,High,1526,1724,Very low engagement,19,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,No,Genuine
1/21/2024,Social Media Login,3,Yes,Yes,Consistent,7,Regular,Low,2861,1408,High engagement (likes/comments),17,Image/Video,Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
5/23/2024,Phone Number,24,No,Yes,Inconsistent,8,Regular,Low,3634,1211,Low engagement (rare likes),20,Text-only,Invalid,Valid,Yes,No,Inconsistent,Yes,Genuine
1/27/2024,Social Media Login,1,No,No,Inconsistent,4,Regular,High,4269,1904,Low engagement (rare likes),11,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Consistent,Yes,Fake
5/17/2024,Phone Number,7,Yes,No,Consistent,4,Regular,Low,3331,73,Moderate engagement,0,Mixed (Image/Text),Invalid,Invalid,No,Yes,Inconsistent,Yes,Fake
10/3/2024,Email,2,No,Yes,Inconsistent,9,Regular,High,3227,660,Very low engagement,8,Image/Video,Invalid,Valid,No,Yes,Inconsistent,No,Genuine
7/7/2024,Phone Number,24,Yes,No,Inconsistent,4,Regular,Medium,3809,761,Very low engagement,12,Text-only,Valid,Valid,Yes,No,Consistent,No,Genuine
5/1/2024,Email,10,Yes,No,Consistent,7,Regular,Low,4255,868,High engagement (likes/comments),6,Text-only,Valid,Invalid,No,Yes,Consistent,Yes,Fake
4/17/2024,Email,11,No,No,Consistent,4,Regular,Low,45,1376,High engagement (likes/comments),13,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,Yes,Genuine
9/25/2024,Social Media Login,24,No,Yes,Inconsistent,5,Irregular,Low,297,1019,Moderate engagement,13,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
2/2/2024,Email,30,Yes,Yes,Consistent,6,Irregular,Low,41,427,High engagement (likes/comments),6,Image/Video,Invalid,Invalid,No,No,Inconsistent,No,Fake
